Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
Google,"Strategic Cloud Engineer, Google Professional Services",Technical Solutions,"Hyderabad, India","features, Identify, challenges, stakeholders, technical, gaps, Google, customer, practices, engineers, complex, Managers, Cloud, presentations, code, business, new, solutions, feature, tutorials, product, Travel, provide, strategic, blog, collaborate, influence, solve, recommendations, adapting, levels, issues, Be, highquality, best, Product, customers, different, time, guidance, Deliver, including, Googles, advisor, Platform, 30, articles, strategy, trusted, sample, existing","crossfunctional, Java, projects, technical, MapReduce, Flume, Pig, Mathematics, equivalent, products, practical, Go, Experience, processing, field, management, work, program, experience, years, Bachelors, multiple, software, Python, data, Hadoop, writing, knowledge, managing, internal, algorithms, customers, Hive, Spark, one, degree, C, teams, related, Science, languages, JavaScript, Computer, building, 3","tools, NoSQL, developing, technical, Google, virtualized, working, machine, Cloud, information, Data, Big, warehouse, Experience, infrastructure, SparkML, solutions, consulting, multitier, technologies, ELT, applications, environments, building, productiongrade, warehouses, ETL, reportinganalytic, software, availability, data, web, retrieval, MongoDB, Tensorflow, architecting, internet, structures, scale, mining, components, high, including, Platform, modern, learning, architectures, big"
Google,"Solutions Architect, Healthcare and Life Sciences, Google Cloud",Technical Solutions,"San Francisco, CA, United States","Create, healthcare, enable, technical, prototype, launch, delivery, new, white, customer’s, ensure, product, standards, survey, across, know, advisor, help, onsite, channels, case, Google, become, business, IT, products, shape, compile, thought, market, landscape, Define, multiple, direction, reviews, inregion, Healthcare, scale, Engineering, well, leadership, trusted, computing, activities, meetings, data, requirements, Provide, decision, customer, communities, Cloud, demonstrations, development, solutions, platform, Travel, drive, sciences, develop, managing, Product, life, design, required, makers, guide, Engage, Help, cloud, papers, needs, integrations, existing, meet, guides, feedback, deployment, Demonstrate, full, environment, PoC, andor, materials, teams, training, stage, implementers","science, Java, healthcare, working, IT, platforms, equivalent, practical, Go, Experience, infrastructure, solutions, field, environment, experience, sciences, storage, software, writing, similar, one, degree, Engineering, C, including, life, andor, domain, related, BABS, deploying, Science, cloud, Software, computing, languages, JavaScript, Computer, Python, data","science, healthcare, developing, technical, APIs, formats, useful, current, databases, empowering, working, fields, technology, designing, delivery, complex, systems, 5, models, equivalent, information, buses, networking, Experience, solutions, infrastructure, field, applications, work, protocols, environments, experience, years, sciences, security, communicate, closely, broad, concepts, enterprise, trends, cloudbased, variety, integration, Ability, Understanding, way, Masters, degree, Engineering, audiences, including, life, andor, teams, related, Sales, Science, cloud, computing, Marketing, memorable, Computer, approachable"
Google,"Hardware Development Engineer, Home Team",Hardware Engineering,"Mountain View, CA, United States","tools, FCC, requirements, Home, factory, schematics, UL, translating, technical, prototype, Circuit, Board, Assess, Troubleshoot, Regulatory, ORCAD, feasibility, products, implementation, eg, detailed, understand, development, Design, follow, etc, builds, product, like, Printed, issues, standard, early, industry, review, PCB, debug, including, Googles, design, Allegro, layout, electrical, simulation, teams, Engage, Concept, standardcompliance, resolve, lowlevel, Direct, bestinclass","Power, Integrity, factory, process, EE, travel, support, production, contract, hardware, 5, AnalogRF, equivalent, products, practical, volume, development, large, Experience, site, Design, BS, Electrical, SOCsMCUs, experience, years, taking, Management, consumer, manufacturing, Ability, one, degree, Engineering, electronics, Signal, areas","JDMODM, Cost, crossfunctional, Broad, execution, Excellent, skills, engineers, hardware, test, bringup, written, Industrial, Experience, diagnostic, Design, environment, product, model, verbal, automation, small, software, writing, consumer, leading, similar, Factory, manufacturing, Labview, communication, understanding, teams, operations, mentoring, testing, Python, junior"
Google,"Software Engineer, Accessibility",Software Engineering,"Mountain View, CA, United States","deploy, individual, priorities, Manage, solid, maintainable, code, test, client, Design, deadlines, software, develop, tested, project, well, improve, deliverables, Write, maintain","science, following, Java, computer, technical, scanning, interfaces, equivalent, practical, Experience, field, technologies, assistive, experience, devices, Programming, screen, readers, one, degree, C, andor, related, BABS, languages, listening, Python","technical, machine, systems, information, UNIXLinux, PhD, Experience, field, work, TCPIP, environments, experience, Windows, userinterface, retrieval, 1year, relevant, Masters, including, design, distributed, related, Science, passion, Computer, learning"
Google,Optical Testing Engineer,Hardware Engineering,"Mountain View, CA, United States","designs, engineering, optical, produce, Google, emerging, benchmarking, metrology, mass, hardware, test, development, technologies, work, measurements, Define, influence, Perform, characterization, Conduct, teams, evaluate, data","Physics, working, 5, equivalent, direct, practical, display, Experience, BS, view, Electrical, experience, years, photometry, operating, characterization, degree, Engineering, Optical, colorimetry, equipment, optics","degree, PhD, understanding, related, Good, physics, field, OLED, LCD, optics, Masters"
Google,"Video Codec Design Engineer, Consumer Hardware",Software Engineering,"Xinyi District, Taiwan","tools, codecs, Synthesis, implement, worldleading, compression, hardware, nextgeneration, Implement, CC, Design, online, blocks, software, develop, drivers, IPs, algorithms, HighLevel, service, codec, providers, teams, Develop, using, Work, video, control","driver, codecs, HEVC, VP9, working, hardware, problem, CC, development, H264, Experience, firmware, debugging, VP8, software, design, solving, modern, video","hardware, methodologies, troubleshooting, design, algorithm, imaging, development, synthesis, Experience, prototyping, highlevel, video, FPGA"
Google,"Associate Account Strategist (Polish), Global Customer Experience",Technical Solutions,"Dublin, Ireland","via, advertising, Provide, advertisers, towards, goals, customer, Implement, products, delivering, marketing, consulting, outstanding, phone, online, strategic, Communicate, experience, share, relationships, prioritizing, creative, best, ways, customers, tailor, email, Googles, improve, strategy, get, help, advice, Work, suggestions","degree, speak, experience, equivalent, practical, Bachelors, fluently, Polish, idiomatically, English, write, Ability","base, organizational, towards, goals, projects, manage, independently, proactively, account, customer, Excellent, skills, within, working, sales, marketing, Experience, consulting, management, environment, specific, work, strategic, experience, multiple, managing, service, leading, ability, team, well, multitask, customizing, motivating, Demonstrated, fastpaced"
Google,"Technical Solutions Consultant, Android Automotive, Android Partner Engineering",Network Engineering,"München, Germany","tools, Provide, decisions, Champion, Inform, streamline, technical, emerging, Guide, engagements, future, guiding, Automotive, implementation, updatability, shape, development, expertise, system, planning, partner, compatibility, platform, product, strategic, Own, partners, relationships, partnership, integration, solution, Product, industry, OS, high, Engineering, API, teams, processes, guarantee, Develop, Android, quality, needs, maintaining, architectures","language, Java, architecture, platforms, equivalent, practical, eg, client, bringup, Experience, system, partnerships, strategic, experience, programming, relationships, managing, degree, C, Linuxbased, device, BABS, objectoriented, Android, Python","RESTful, driver, chipsets, application, Excellent, skills, working, streams, systems, analytical, development, Knowledge, Experience, management, technologies, Internet, work, TCPIP, multiple, level, Linux, project, creative, managing, excellent, kernel, customers, Familiarity, communication, embedded, approach, device, Android, Demonstrated, HTTP, problemsolving, low, APIs"
Google,"Software Test Engineer, Devices, Verily Life Sciences - South San Francisco",Software Engineering,"South San Francisco, CA, United States",nan,nan,nan
Google,"Solution Architect, Google Cloud Platform (Apigee)",Technical Solutions,"Frankfurt, Germany","requirements, engineering, technical, Apigee, Produce, business, build, value, specifications, mentorship, Customer, solutions, product, Travel, liaison, provide, demonstrate, commercialize, partners, closely, solutionsimplementations, architectural, project, drivers, cloudbased, align, hybrid, solution, customers, time, design, teams, 50, required, geographically, distributed, leadership, Act, cloud, quality, help, onpremises, Work, order","NET, following, engineering, Java, German, technical, French, equivalent, practical, fluently, field, English, Ruby, experience, idiomatically, Programming, write, Ability, one, NodeJS, degree, speak, C, BABS, JavaScript, Python","global, engineering, balancing, stakeholders, Google, Excellent, skills, based, virtualization, systems, sound, deep, public, sales, networking, development, written, Experience, infrastructure, solutions, handson, REST, product, limitations, SOAP, implementing, standards, communicate, security, partners, verbal, influence, end, private, OAuth, architecting, internal, presentation, hybrid, Ability, load, communication, external, well, understanding, design, andor, API, distributed, teams, considerations, related, familiarity, operations, cloud, HTTP, consumers, effectively, areas"
Google,"Product Design Engineering Manager, Google Home",Hardware Engineering,"Xinyi District, Taiwan","tools, CA, Home, engineering, Create, crossfunctional, travel, developing, resources, technical, Google, practices, engineers, leaders, Taipeibased, includes, solutions, management, environment, adhering, partnerships, View, growth, foster, Be, responsible, PD, capabilities, close, happiness, strong, best, Product, core, team, people, productivity, office, guide, Help, Mountain, members, Development, maintain","degree, Engineering, work, equivalent, experience, practical, years, mechanical, engineering, projects, Experience, Mechanical, managing, BS, 8, leading, team, engineers","Sheet, engineering, Extrusion, crossfunctional, projects, manage, resources, Materials, Die, technical, Mechanical, implement, Molding, skills, architecture, Casting, priorities, methodologies, PhD, eg, Plastic, Injection, etc, system, 10, experience, years, missioncritical, multiple, largecomplex, MS, lead, knowledge, project, consumer, Strong, ability, relevant, team, communication, Expertise, Engineering, leverage, design, discipline, related, Demonstrated, electronics, areas, Metal"
Google,Mobile Apps Performance Specialist,Program Management,"Hyderabad, India","global, plans, clients, Provide, challenges, short, sharing, stakeholders, account, accounts, Manage, working, feedback, business, complex, select, accurately, products, new, client, Anticipate, advocate, objectives, Build, solutions, identifylead, management, resolution, product, formulating, collaboratively, drive, growth, market, assess, influence, Be, create, practice, client’s, best, servicing, limited, team, Support, optimizations, guidance, simplify, relevant, processes, teams, workflow, providing, portfolio, operations, insights, performance, asks, Analyze, needs, longterm, programs, campaign","advertising, clients, 4, working, consumption, equivalent, practical, sales, large, Experience, role, professional, roles, analyzing, management, product, provide, experience, years, digitalmobile, analyticaltechnicalconsulting, sets, degree, teams, BABS, leadership, services, insights, data","advertising, global, clients, optimization, independently, stakeholders, sector, measurement, mobile, Excellent, skills, media, within, working, business, large, Experience, ecommerce, campaigns, product, online, apps, communicate, work, Industry, experience, collaborate, multiple, agency, lead, organization, managing, Ability, customers, advising, communication, digital, andor, teams, strategy, operations, interpersonal, effectively, gaming, campaign"
Google,"Technical Account Manager, Google Technical Services Global Customer Care (English, Japanese)",Technical Solutions,"Tokyo, Japan","via, scalable, clients, prompt, features, midsized, challenges, performing, stakeholders, migrations, technical, aspects, Guarantee, Google, feedback, products, implementation, new, client, delivering, documentation, development, solutions, adoption, offerings, ensure, resolution, product, Travel, integrations, necessary, Present, partners, Assist, Advocate, small, reviews, issues, Management, innovative, develop, front, ongoing, internal, longterm, Product, customers, upgrades, problems, guidance, daytoday, Engineering, improve, providing, suite, required, Help, success, optimize, Analyze, groups, troubleshooting, existing, proper","Java, HTML5, technical, Japanese, coding, equivalent, practical, HTML, fluently, Experience, field, English, technologies, experience, idiomatically, web, write, Ability, degree, SQL, speak, Computer, related, BABS, Science, languages, JavaScript, troubleshooting, XML, Python, Flash","Excellent, skills, working, decisionmaking, business, Data, written, functions, management, datadriven, oral, dispersed, attention, project, good, presentation, across, Collaboration, communication, detail, geographically, analysis"
Google,"Solution Architect, Google Cloud Platform (Apigee)",Technical Solutions,"München, Germany","requirements, engineering, technical, Apigee, Produce, business, build, value, specifications, mentorship, Customer, solutions, product, Travel, liaison, provide, demonstrate, commercialize, partners, closely, solutionsimplementations, architectural, project, drivers, cloudbased, align, hybrid, solution, customers, time, design, teams, 50, required, geographically, distributed, leadership, Act, cloud, quality, help, onpremises, Work, order","NET, following, engineering, Java, German, technical, French, equivalent, practical, fluently, field, English, Ruby, experience, idiomatically, Programming, write, Ability, one, NodeJS, degree, speak, C, BABS, JavaScript, Python","global, engineering, balancing, stakeholders, Google, Excellent, skills, based, virtualization, systems, sound, deep, public, sales, networking, development, written, Experience, infrastructure, solutions, handson, REST, product, limitations, SOAP, implementing, standards, communicate, security, partners, verbal, influence, end, private, OAuth, architecting, internal, presentation, hybrid, Ability, load, communication, external, well, understanding, design, andor, API, distributed, teams, considerations, related, familiarity, operations, cloud, HTTP, consumers, effectively, areas"
Google,"Formal Verification Engineer, Consumer Hardware",Hardware Engineering,"Mountain View, CA, United States","Plan, tools, properties, implement, enhance, verification, constraints, complex, methodologies, combined, difficult, Resolve, formal, blocks, results, verify, property, Contribute, create, closure, techniques, components, digital, Utilize, design, reusable, strategy, improvements, Architect","tools, properties, verifying, Level, language, cores, technical, microprocessor, FPGAs, 0In, SoCs, Register, JasperGold, Transfer, working, verification, complex, systems, hierarchical, equivalent, temporal, practical, specifications, Experience, memory, interconnects, field, capturing, ASICs, Magellan, formal, experience, Bachelors, RTL, logic, standard, assertion, Formal, PSL, one, components, digital, degree, SVA, including, andor, design, IP, subsystems, IEV, use","simulationbased, language, scripting, verification, PhD, communicator, player, Experience, Electrical, Proficient, formal, MS, algorithms, Strong, team, degree, Engineering, understanding, Basic"
Google,"Business Lead, Partner to Partner Exchange, Google Cloud",Program Management,"Sunnyvale, CA, United States","showcases, requirements, Areas, manage, highlight, Corporate, Google, current, make, Cloud, business, scales, Influence, offering, implementation, connect, Build, exchange, Lead, system, Work, upload, partner, technologies, Partners, applications, provide, work, marketplaces, extending, grows, top, Partner, Product, governance, narrative, Engineering, leverage, benefits, teams, processes, design, “Google”, sunset, Partner’s, Develop, cloud, Marketing, collaboration, existing","degree, 5, experience, equivalent, practical, Bachelors, years, Enterprise, Experience, Software, partner, programs, Cloud, company","competitive, successful, projects, manage, developing, stakeholders, technical, wide, timelines, completion, Cloud, simultaneously, range, Experience, exchange, infrastructure, field, management, partner, ScienceSoftware, 10, drive, experience, MBA, years, Consumer, Recent, numerous, solution, Ability, Masters, degree, Engineering, Enterprise, tight, Software, programproduct, Computer, programs, company"
Google,"Supply Planning Program Manager, Consumer Hardware",Manufacturing & Supply Chain,"Palo Alto, CA, United States","supply, deliver, Collaborate, decisions, optimal, long, plans, goals, stakeholders, short, Materials, Sustaining, seek, Demand, Operations, Manage, clear, worldwide, business, build, chain, models, Global, NPI, range, various, set, ensure, product, transportation, minimize, inputs, Present, scenarios, strategic, partners, levels, recommendations, influence, demand, consensus, forecasts, Management, assumptions, inventories, service, partnership, metrics, excellent, customers, Planning, Product, communication, Commodity, comprehend, choices, adjustments, budgets, keeping, accountable, teams, leadership, Develop, timely, total, concise, Sales, success, Work, maintaining, costs, meet","supply, hardware, 5, chain, experience, years, supplydemand, operations, consumer, planning, 3","decisions, manage, Excellent, priorities, skills, drives, information, analytical, management, environment, inputs, communicate, messages, experience, discern, key, multiple, project, impact, variety, Ability, communication, high, retain, audiences, influencing, leadership, Demonstrated, Project, effectively, collaboration, use, fastpaced, data"
Google,"Technical Enablement Manager, Global Partner, Google Cloud",Program Management,"Seattle, WA, United States","compelling, tools, resources, energize, ecosystem, technical, Google, roadmaps, incentives, trainings, consistent, white, Build, Design, expertise, offerings, space, ensure, provided, product, knowledgeable, partner, model, market, partners, guidance, portfolio, GCP, analysis, incredibly","tools, resources, technical, trainings, working, equivalent, practical, Experience, partner, 10, experience, years, building, software, degree, Engineering, BABS, Science, cloud, programmatic, Software, Computer, programs, company","successful, projects, manage, stakeholders, wide, timelines, completion, models, Programs, simultaneously, range, Experience, infrastructure, channel, Advisory, drive, MBA, Services, numerous, Ability, Masters, degree, include, transition, cloud, SaaS"
Google,Sustaining Manufacturing Process Engineer,Manufacturing & Supply Chain,"Shanghai, China","process, fixtures, met, controls, new, ensure, product, OnlineRMA, optimum, FMEA, Perform, Support, introductions, improve, ramp, ManufacturingAssemblyTest, validation, highlight, production, Interface, investigate, yield, flow, potential, steps, Understand, stages, throughput, Design, planning, levels, factories, reviews, issues, Factory, modes, expansion, processes, assurance, quality, times, activities, optimization, added, Identify, additional, reduce, repair, line, failure, methodsequipment, Contract, productprocess, cost, drive, automation, step, mitigation, means, ways, Product, cycle, lines, design, Manufacturer, assembly, redesign, existing, reductions, CM, balancing, alternate, identify, headcount, changes, processproduct, fixture, increase, Contribute, post, teams, transition, definitiondesign, training, equipment, risks, find","SMA, validation, designs, process, requirements, production, Mode, Analysis, working, 5, Failure, equipmentfixturing, Validation, Experience, Backend, Capability, RR, experience, years, Effects, AssemblyTest, Process, ongoing, Engineering, Gage, PFMEA, ProcessManufacturing, robust, maintenance, areas, qualification","autonomously, Effective, requirements, process, principles, 7, continuous, manufacturer, individual, contract, skills, based, Detail, oriented, value, controls, Asia, Knowledge, hands, cosmetic, management, environment, dynamic, drive, experience, years, Kaizen, preventative, organization, managing, consumer, innovation, manufacturing, Ability, excellent, Understanding, detective, manufacturers, Engineering, processes, focus, user, ProcessManufacturing, stream, assurance, quality, improvement, electronic, mapping, statistical, activities, importance, control, fastpaced"
Google,JAPAC Partner Onboarding Manager,Program Management,Singapore,"Serve, scalable, process, proactively, manage, support, reduce, ecosystem, Google, practices, future, consistent, Cloud, business, efficient, first”, systems, changes, “partner, new, sales, initiatives, development, Understand, propose, state, increase, partner, touch, onboard, necessary, partners, point, points, fashion, develop, Contribute, partnership, ongoing, lifecycle, contact, energizes, offers, teams, Promote, operationally, success, friction, activities, existing, onboarding","degree, 5, program, experience, equivalent, practical, Bachelors, years, andor, sales, market, development, channel, roles, management, partner, technology, business","global, deliver, assume, responsibility, scalable, competitive, successful, possess, correspondence, technical, conflict, skills, Cloud, Passionate, build, presentations, models, Programs, highly, eg, capacity, achieve, varying, department, channel, functions, partner, ScienceSoftware, 10, Advisory, drive, experience, MBA, years, partners, results, Services, collaborate, relationships, levels, Recent, organization, strong, Ability, ability, Masters, communication, email, degree, Engineering, design, discipline, Enterprise, transition, increasing, individuals, quick, SaaS, Software, resolve, converse, effectively, Exceptionally, Computer, programs, fastpaced, company"
Google,"Specialist, Google Analytics Solutions",Technical Solutions,"Shanghai, China","Coordinate, Analytics, clients, track, advertisers, resources, Google, current, customer, accounts, Manage, publishers, within, cross, functional, platforms, implementation, client, sales, Investigate, grow, large, ad, serve, solidify, major, product, resellers, datadriven, collaboratively, drive, consultant, market, growth, collaborate, share, needs, levels, relationships, issues, organization, internal, strong, best, across, team, concerns, fulfill, agencies, digital, leverage, approach, consult, Develop, many, trusted, resolve, Work, order, areas","technical, measurement, Mandarin, equivalent, practical, fluently, marketing, analytics, Experience, solutions, field, English, marketingmedia, experience, idiomatically, reports, metrics, write, Ability, digital, degree, speak, andor, related, BABS, deploying, Science, using, performance, driven, Computer, data","advertising, commitment, advance, within, strategies, platforms, grow, marketing, established, analytics, Knowledge, ad, marketplace, forwardlooking, growth, relationships, agency, advertiser, issues, develop, vision, publisher, industrys, Ability, Understanding, industry, customers, app, digital, Googles, website, seniorlevel, mobile"
Google,"Machine Learning Product Specialist, Google Cloud (EMEA)",Technical Solutions,"Paris, France","customerpartner, resources, technical, prototype, qualify, application, technology, delivery, value, Make, coordination, white, messaging, management, right, product, advocacy, project, RFI, practice, Platform, Sales, onsite, responsibility, highlight, Google, implement, effort, business, documents, discovery, products, opportunities, bid, proofofconcept, environments, trial, recommendations, reviews, frequently, customers, optimize, complete, Work, gathered, activities, meetings, deliver, requirements, Identify, strategies, Prepare, Cloud, response, demonstrations, infrastructure, solutions, Travel, determine, architect, best, around, integration, team, slide, required, using, papers, advice, whiteboard, integrations, meet, architectures, identify, supporting, briefings, presentations, platforms, client, full, handson, demonstrate, work, successfully, enterprise, leading, Take, part, solution, techniques, proposition, responses, conduct, include, including, providing, EMEA, effectiveness","engineering, competitive, dynamics, ecosystem, buying, customer, working, platforms, equivalent, practical, Data, fluently, Experience, infrastructure, field, English, technologies, LearningBig, experience, market, idiomatically, storage, behavior, software, Machine, write, across, Ability, degree, well, speak, related, BABS, Science, cloud, computing, Computer, data","tradeoffs, learn, features, explain, demystify, technical, choose, clean, emerging, PlatformInfrastructureasaService, technology, problem, methodologies, code, Data, Big, new, understand, Experience, solutions, field, quickly, making, space, technologies, right, collect, work, algorithm, type, Machine, writing, given, learning, Ability, customers, techniques, relevant, Masters, ability, degree, related, extract, visualize, Science, cloud, Learning, Computer, purposes, PaaSIaaS, data, advise"
Google,"Delivery Manager, Optimization Support, EMEA",Product & Customer Support,"Dublin, Ireland","agree, optimization, stakeholder, Function, define, scope, defining, engage, incountry, account, Manage, effort, working, delivery, Handle, overall, clearly, sales, includes, initiatives, senior, workflows, advocate, Lead, directly, LCS, management, setup, escalationsfeedback, executive, drive, Communicate, collaborate, businessaccount, influence, relationships, level, coverage, This, metrics, leads, limited, relationship, plan, productivity, teams, processes, primarily, vendor, Develop, training, setting, quality, success, matter, performance, improvement, Work, comfortably","degree, vendors, experience, equivalent, practical, Bachelors, international, teams, stakeholders, Experience, management, variety, Vendor, working","Effective, strategically, independently, projects, stakeholders, High, solving, customer, skills, complex, business, acumen, problem, ambiguity, delivering, selfdriven, analytical, Comfort, outstanding, communicate, experience, analyze, collaborate, selfstarter, influence, multiple, lead, ownership, capabilities, impact, Strong, proactivity, presentation, Ability, ability, communication, optimizations, Expertise, degree, structured, complexity, success, Demonstrated, dealing, passion, think, needs, proven"
Google,"Android Platform Partnerships Lead, Android and Play Business",Partnerships,"Paris, France","Serve, deliver, target’s, negotiating, targets, Identify, manage, Google, helping, become, priorities, working, complex, business, build, distribution, models, realize, value, nurture, ecosystems, potential, “onetomany”, senior, large, Build, Open, directly, partner, partnerships, strategic, expert, doors, results, model, partners, consensus, relationships, agreements, lead, Drive, devices, organization, internal, ongoing, strong, execute, prioritize, parties, often, relationship, partnership, external, third, exploratory, services, Android, talks, executives, reach, firstofitskind, optimize, longterm, manager","startups, French, International, fluently, Technical, Experience, English, management, partner, space, product, experience, idiomatically, devices, write, Ability, across, industry, speak, andor, related, activities, operator, mobile","language, identify, Google, internally, attorneys, contract, accounts, negotiator, structure, documents, terms, advocate, Experience, serve, achieve, management, partner, opportunities, specific, collaboratively, work, agreement, issues, alignment, ongoing, Strong, partnership, strong, relationship, Ability, ability, represent, approach, legal, discussions, interpret, resolve"
Google,"Enablement Lead, Global Consulting Partnerships, Google Cloud",Sales & Account Management,"Sunnyvale, CA, United States","plans, goals, translating, stakeholders, support, crossfunctionally, technical, developing, implement, skills, strategies, business, deep, initiatives, various, Build, Design, awareness, growth, key, continually, partners, levels, needs, relationships, broad, Drive, reporting, flawlessly, organization, partnership, internal, strong, execute, metrics, external, understanding, enablement, improve, applying, insights, training, objectives, Work, programs, meet","technical, working, Integrators, 5, equivalent, Global, practical, sales, consulting, environment, 10, companies, strategic, experience, years, partners, enterprise, System, degree, enablement, andor, BABS, training","global, stakeholders, technical, within, contacts, collaborating, Experience, certification, Understand, consulting, adoption, partner, operate, MBA, partners, Established, driving, industry, network, cloud, training, community"
Google,"Mobile UX Lead, Large Customer Sales (English, Mandarin)",Sales & Account Management,"Shanghai, China","advertising, global, Identify, Google, vertical, beta, customer, Manage, strategies, working, feedback, business, offering, new, sales, marketing, serve, book, increase, planning, opportunities, specific, major, product, launches, liaison, formulating, regarding, consultant, growth, relationships, reporting, search, area, Simplify, package, highlevel, customers, team, investment, Support, tests, relevant, teams, presenting, providing, inmarket, Develop, efficiently, trusted, optimize, asks, assigned, needs, mobile","advertising, degree, 5, speak, equivalent, experience, practical, years, fluently, sales, idiomatically, BABS, digitalmobile, English, Mandarin, write, Ability, relevant","tools, Effective, Analytics, decision, Performancefocused, Google, successimpact, skills, working, creativity, complex, readiness, consultative, AdWords, sales, client, analytical, Experience, rollup, space, product, strategic, drive, analyze, influence, relationships, advertiser, sleeves, capabilities, knowledge, Ability, customers, ability, advising, makers, strategy, Demonstrated, using, Clevels, performance, building, data, mobile"
Google,"Data Analyst, Consumer Hardware",Product & Customer Support,"Mountain View, CA, United States","tools, Analytics, decisions, Operations, presentations, shape, infrastructure, Build, analyzing, planning, launches, product, operational, provide, strategic, key, Define, recommendations, multiple, levels, reports, data, organization, Contribute, efficiency, package, sets, around, Customize, action, visibility, Support, Draw, improve, leadership, insights, quality, performance, analysis, maintain","tools, Business, Analytics, 4, Analytical, equivalent, practical, Data, Economics, role, experience, years, Intelligence, Tableau, degree, Engineering, SQL, BABS, related, Statistical, Science, Consulting, visualization, Computer","tools, requirements, decisions, strategically, towards, developing, scripting, technical, defining, Excellent, priorities, pragmatic, explaining, working, skills, clear, designing, business, complex, nontechnical, written, Experience, etc, environment, manner, deriving, work, oral, communicate, analyze, multiple, concepts, driving, impact, datasets, prioritize, evaluating, Ability, ability, communication, deal, users, executing, structured, findings, insights, Demonstrated, languages, objectively, analysis, intelligence, fastpaced, audience"
Google,Partner Onboarding Manager (Americas),Partnerships,"Seattle, WA, United States","Serve, scalable, process, proactively, manage, support, reduce, ecosystem, Google, practices, future, consistent, Cloud, business, efficient, first”, systems, changes, new, initiatives, development, Understand, propose, state, increase, partner, touch, Partners, onboard, necessary, partners, point, “Partner, points, fashion, develop, Contribute, partnership, ongoing, Partner, lifecycle, contact, energizes, Onboarding, teams, Promote, offers, operationally, Sales, success, friction, activities, existing","degree, 5, program, experience, equivalent, practical, Bachelors, years, andor, sales, market, development, channel, roles, management, partner, technology, business","global, deliver, assume, responsibility, scalable, competitive, successful, correspondence, technical, conflict, skills, Cloud, Passionate, build, presentations, models, Programs, highly, capacity, achieve, Experience, varying, channel, department, field, functions, partner, ScienceSoftware, 10, Advisory, drive, experience, MBA, years, collaborate, partners, Services, levels, relationships, possessing, results, organization, strong, Ability, ability, Masters, communication, email, degree, Engineering, include, design, Enterprise, transition, increasing, individuals, cloud, SaaS, quick, Software, resolve, converse, effectively, Exceptionally, Computer, programs, fastpaced, company"
Google,"Manager, Large Customer Sales (Spanish)",Sales & Account Management,"Dublin, Ireland","deliver, plans, process, honest, goals, Identify, managers, incountry, account, customer, Manage, practices, met, consistent, encourage, business, detailed, activity, client, marketing, development, Customer, supportive, recovery, expertise, career, professional, solutions, management, place, LCS, ensure, mentor, CRM, provide, drive, strategic, key, share, local, develop, trends, implemented, Implementation, best, Measurement, excellent, Coach, relationship, tracking, Track, across, customers, digital, expansion, teams, providing, required, facilitating, Sales, ensuring, robust, improvement, evaluations, performance, Large, analysis, Analyze, longterm, regional, areas, data","stakeholders, deliveryclient, internalexternal, equivalent, practical, engagement, sales, Spanish, fluently, Experience, English, management, partner, experience, idiomatically, relationships, managing, write, Ability, degree, speak, teams, BABS, building","advertising, convert, commercial, media, working, complex, business, Spanish, sales, Knowledge, Experience, solutions, management, environment, opportunities, online, drive, draw, experience, market, results, growth, landscape, offline, numbers, Ability, ability, conclusions, Online, Comfortable, understanding, analyses, tailored, strategy, Demonstrated, Project, synthesize, Marketing, meet"
Google,"Strategic Partner Development Manager, Retail (English, German)",Partnerships,"München, Germany",nan,"crossfunctional, German, internally, working, contracts, equivalent, practical, fluently, Experience, English, partner, partnerships, strategic, experience, idiomatically, relationships, managing, leading, write, Ability, team, industry, degree, speak, legal, distributed, BABS, externally, retail","Effective, timesensitive, towards, goals, projects, clarify, challenges, Excellent, skills, working, business, complex, electronicshardware, interact, sales, analytical, development, Experience, Relevant, management, partner, platform, strategic, experience, partners, multiple, software, relationships, lead, internet, project, consumer, ability, industry, detailoriented, summarize, communication, andor, handle, network, retail, comfortably, existing, company"
Google,"Survey Lead, Google Cloud Support",Product & Customer Support,"New York, NY, United States","track, Provide, stakeholders, support, manage, Google, quantitative, score, customer, dashboards, execution, effort, Demonstrate, Cloud, Apply, business, overall, products, smooth, Build, satisfaction, etc, partner, launches, ensure, operational, monitor, program, provide, meaningful, drive, influence, scientists, promoter, reports, level, data, presentation, net, metrics, across, mining, core, ability, journey, survey, including, Develop, insights, actionsimprovements, NPS, performance, analysis, risks, maintain","principles, support, technical, quantitativebusinessoriented, customer, queries, working, 5, functional, equivalent, practical, delivering, initiatives, analytics, Experience, research, blending, satisfaction, field, experiment, operational, measuring, experience, years, market, multiple, R, writing, Tableau, leading, survey, metrics, across, clickstream, degree, SQL, including, andor, design, BABS, insights, success, SPSS, using, statistical, analysis, qualitative, Python, areas, data","deliver, strategically, decisions, paced, crossfunctional, balancing, projects, support, identify, quantitative, consistently, technology, factors, complex, presentations, build, multichannel, PhD, influencer, eg, new, ambiguity, range, Experience, solutions, deadlines, field, making, environment, opportunities, identifying, dynamic, Capability, chat, phone, think, work, drive, MBA, levels, broad, MS, relationships, executivelevel, internal, proposing, strong, highquality, across, Ability, ability, problems, email, high, degree, external, outputs, teams, related, tight, quality, passion, Demonstrated, Passion, social, collaboration, clientcustomer"
